,Name,Country,GamesPlayed,Goals,Assists,Points,PlusMinus,ShotsOnGoal,GameWinningGoals,ShootingPercentage,AvgPlusMinus,in_HOF
926,"Landeskog, Gabriel",Sweden,82,22,30,52,20,270,5,0.08148148148148150,0.24390243902439000,0
598,"Grabner, Michael",Austria,174,59,36,95,-3,465,7,0.12688172043010800,-0.017241379310344800,0
1261,"Nodl, Andreas",Austria,175,15,20,35,-8,201,2,0.07462686567164180,-0.045714285714285700,0
1794,"Vanek, Thomas",Austria,547,230,217,447,35,1516,39,0.1517150395778360,0.06398537477148080,0
858,"Koltsov, Konstantin",Belarus,144,12,26,38,-42,199,3,0.06030150753768840,-0.2916666666666670,0
871,"Kostitsyn, Andrei",Belarus,398,103,119,222,15,826,20,0.12469733656174300,0.03768844221105530,0
872,"Kostitsyn, Sergei",Belarus,307,64,97,161,28,372,8,0.17204301075268800,0.09120521172638440,0
3,"Adams, Craig",Brunei Darussalam,751,46,87,133,-64,748,6,0.06149732620320860,-0.085219707057257,0
2,"Acton, Keith",Canada,1023,226,358,584,-24,1690,29,0.13372781065088800,-0.02346041055718480,0
4,"Adams, Greg",Canada,545,84,143,227,1,696,5,0.1206896551724140,0.001834862385321100,0
5,"Adams, Greg",Canada,1056,355,388,743,-48,2326,31,0.15262252794497000,-0.045454545454545500,0
10,"Aivazoff, Micah",Canada,92,4,6,10,-9,66,0,0.06060606060606060,-0.09782608695652170,0
14,"Allison, Jason",Canada,552,154,331,485,17,994,26,0.15492957746478900,0.030797101449275400,0
15,"Allison, Mike",Canada,499,102,166,268,31,558,12,0.1827956989247310,0.06212424849699400,0
16,"Allison, Ray",Canada,238,64,93,157,51,454,5,0.14096916299559500,0.21428571428571400,0
19,"Anderson, Glenn",Canada,1129,498,601,1099,201,3108,85,0.16023166023166000,0.17803365810451700,1
20,"Anderson, John",Canada,814,282,349,631,5,2006,41,0.14057826520438700,0.006142506142506140,0
24,"Anderson, Perry",Canada,400,50,59,109,-56,412,4,0.12135922330097100,-0.14,0
25,"Anderson, Ron",Canada,251,28,30,58,-26,374,3,0.0748663101604278,-0.10358565737051800,0
26,"Andreychuk, Dave",Canada,1639,640,698,1338,38,4556,77,0.14047410008779600,0.023184868822452700,1
27,"Andrea, Paul",Canada,146,30,48,78,-34,250,5,0.12,-0.2328767123287670,0
28,"Andruff, Ron",Canada,153,19,36,55,-39,244,1,0.0778688524590164,-0.2549019607843140,0
29,"Angotti, Lou",Canada,469,82,154,236,-4,682,16,0.12023460410557200,-0.008528784648187630,0
32,"Antoski, Shawn",Canada,183,3,5,8,-20,92,1,0.03260869565217390,-0.1092896174863390,0
34,"Apps, Syl",Canada,727,183,423,606,41,1505,22,0.12159468438538200,0.05639614855570840,0
35,"Archibald, Dave",Canada,323,57,67,124,-75,502,8,0.11354581673306800,-0.23219814241486100,0
37,"Armstrong, Colby",Canada,439,87,117,204,23,669,12,0.13004484304932700,0.05239179954441910,0
38,"Armstrong, Derek",Canada,477,72,149,221,-2,659,9,0.10925644916540200,-0.0041928721174004200,0
39,"Armstrong, George",Canada,223,44,70,114,15,414,7,0.10628019323671500,0.06726457399103140,1
40,"Arnason, Chuck",Canada,401,109,90,199,-71,947,11,0.11510031678986300,-0.1770573566084790,0
42,"Arniel, Scott",Canada,730,149,189,338,-11,1088,19,0.13694852941176500,-0.015068493150684900,0
43,"Arnott, Jason",Canada,1244,417,521,938,81,3460,64,0.12052023121387300,0.06511254019292610,0
46,"Asham, Arron",Canada,756,92,114,206,-39,844,9,0.10900473933649300,-0.051587301587301600,0
47,"Ashby, Don",Canada,188,40,56,96,-21,269,6,0.14869888475836400,-0.11170212765957400,0
48,"Ashton, Brent",Canada,998,284,345,629,-59,1929,29,0.1472265422498700,-0.05911823647294590,0
49,"Atcheynum, Blair",Canada,196,27,33,60,-21,264,5,0.10227272727272700,-0.10714285714285700,0
50,"Atkinson, Steve",Canada,302,60,51,111,-52,545,4,0.11009174311926600,-0.17218543046357600,0
51,"Aubin, Serge",Canada,374,44,64,108,-45,452,7,0.09734513274336280,-0.12032085561497300,0
52,"Aubry, Pierre",Canada,202,24,26,50,-20,168,2,0.14285714285714300,-0.09900990099009900,0
54,"Audette, Donald",Canada,735,260,249,509,-17,1911,45,0.1360544217687080,-0.02312925170068030,0
55,"Avery, Sean",Canada,580,90,157,247,16,1167,15,0.07712082262210800,0.027586206896551700,0
57,"Babych, Wayne",Canada,519,192,246,438,-28,1294,20,0.14837712519319900,-0.05394990366088630,0
61,"Backstrom, Ralph",Canada,418,116,155,271,-13,1040,21,0.11153846153846200,-0.03110047846889950,0
62,"Bailey, Garnet",Canada,568,107,171,278,-75,887,12,0.12063134160090200,-0.13204225352112700,0
63,"Bailey, Josh",Canada,291,47,73,120,-32,392,5,0.11989795918367300,-0.10996563573883200,0
64,"Baker, Jamie",Canada,404,71,79,150,-50,586,8,0.12116040955631400,-0.12376237623762400,0
65,"Balon, Dave",Canada,434,120,140,260,23,820,19,0.14634146341463400,0.052995391705069100,0
66,"Barber, Bill",Canada,903,420,463,883,316,3250,54,0.12923076923076900,0.34994462901439600,1
67,"Barber, Don",Canada,115,25,32,57,-6,195,4,0.1282051282051280,-0.05217391304347830,0
68,"Barch, Krys",Canada,304,12,19,31,-7,131,3,0.0916030534351145,-0.023026315789473700,0
69,"Barnaby, Matthew",Canada,834,113,187,300,5,1006,15,0.11232604373757500,0.005995203836930460,0
70,"Barnes, Stu",Canada,1136,261,336,597,-24,2143,50,0.12179188054129700,-0.02112676056338030,0
71,"Barr, Dave",Canada,614,128,204,332,84,793,14,0.1614123581336700,0.13680781758957700,0
72,"Barrie, Len",Canada,184,19,45,64,6,165,3,0.11515151515151500,0.03260869565217390,0
74,"Bassen, Bob",Canada,765,88,144,232,2,833,10,0.1056422569027610,0.00261437908496732,0
76,"Bathgate, Andy",Canada,150,35,68,103,-22,502,7,0.0697211155378486,-0.14666666666666700,1
78,"Baumgartner, Ken",Canada,552,9,30,39,-65,210,1,0.04285714285714290,-0.11775362318840600,0
79,"Bayda, Ryan",Canada,179,16,24,40,-20,244,2,0.06557377049180330,-0.11173184357541900,0
80,"Beagle, Jay",Canada,82,7,3,10,-8,91,2,0.07692307692307690,-0.0975609756097561,0
82,"Beech, Kris",Canada,198,25,42,67,-37,263,0,0.09505703422053230,-0.18686868686868700,0
83,"Beers, Eddy",Canada,250,94,116,210,19,575,7,0.1634782608695650,0.076,0
84,"Begin, Steve",Canada,488,52,48,100,-19,690,7,0.07536231884057970,-0.0389344262295082,0
85,"Belak, Wade",Canada,100,1,2,3,-3,36,0,0.027777777777777800,-0.03,0
86,"Belanger, Eric",Canada,794,138,217,355,-23,1319,19,0.10462471569370700,-0.028967254408060500,0
87,"Belanger, Jesse",Canada,246,59,76,135,-20,408,8,0.14460784313725500,-0.08130081300813010,0
88,"Belanger, Ken",Canada,248,11,12,23,-19,112,2,0.09821428571428570,-0.07661290322580650,0
89,"Beleskey, Matt",Canada,167,18,25,43,-22,256,3,0.0703125,-0.1317365269461080,0
90,"Beliveau, Jean",Canada,261,108,167,275,67,782,13,0.13810741687979500,0.2567049808429120,1
91,"Bell, Mark",Canada,450,87,95,182,-45,848,5,0.10259433962264200,-0.1,0
92,"Bellows, Brian",Canada,1188,485,537,1022,-125,3588,58,0.13517279821627600,-0.10521885521885500,0
93,"Bennett, Curt",Canada,580,152,182,334,-74,1232,25,0.12337662337662300,-0.12758620689655200,0
95,"Benn, Jamie",Canada,222,70,90,160,9,562,13,0.12455516014234900,0.04054054054054050,0
97,"Berenson, Red",Canada,821,247,369,616,-120,2256,35,0.10948581560283700,-0.146163215590743,0
98,"Berezan, Perry",Canada,378,61,75,136,-5,592,8,0.10304054054054100,-0.013227513227513200,0
100,"Berg, Bill",Canada,546,55,67,122,-49,692,9,0.07947976878612720,-0.08974358974358970,0
101,"Bergeron, Michel",Canada,229,80,58,138,-37,537,12,0.148975791433892,-0.1615720524017470,0
102,"Bergeron, Patrice",Canada,537,143,258,401,46,1432,26,0.09986033519553070,0.0856610800744879,0
109,"Bernier, Serge",Canada,302,78,119,197,-58,793,11,0.09836065573770490,-0.19205298013245000,0
110,"Bernier, Steve",Canada,417,77,88,165,4,662,9,0.1163141993957700,0.009592326139088730,0
111,"Berry, Bob",Canada,541,159,191,350,-6,926,19,0.1717062634989200,-0.011090573012939000,0
112,"Berry, Doug",Canada,121,10,33,43,-38,110,1,0.09090909090909090,-0.3140495867768600,0
113,"Bertuzzi, Todd",Canada,1093,303,448,751,-30,2301,41,0.1316818774445890,-0.027447392497712700,0
114,"Berube, Craig",Canada,1054,61,98,159,-81,699,8,0.08726752503576540,-0.07685009487666030,0
115,"Betts, Blair",Canada,477,41,37,78,-18,537,7,0.07635009310986970,-0.03773584905660380,0
116,"Bianchin, Wayne",Canada,276,68,41,109,-41,433,10,0.15704387990762100,-0.14855072463768100,0
117,"Bickell, Bryan",Canada,172,31,36,67,7,247,3,0.12550607287449400,0.040697674418604700,0
118,"Bissonnette, Paul",Canada,135,5,3,8,-1,62,2,0.08064516129032260,-0.007407407407407410,0
119,"Bitz, Byron",Canada,97,10,12,22,-6,95,2,0.10526315789473700,-0.061855670103092800,0
121,"Blackburn, Don",Canada,179,23,39,62,-48,317,5,0.07255520504731860,-0.2681564245810060,0
122,"Black, James",Canada,352,58,57,115,-8,557,12,0.10412926391382400,-0.022727272727272700,0
123,"Blaisdell, Mike",Canada,343,70,84,154,-25,641,7,0.10920436817472700,-0.0728862973760933,0
125,"Blight, Rick",Canada,326,96,125,221,-61,831,11,0.11552346570397100,-0.18711656441717800,0
126,"Bloom, Mike",Canada,201,30,47,77,-81,278,2,0.1079136690647480,-0.40298507462686600,0
127,"Blouin, Sylvain",Canada,108,3,4,7,-19,70,0,0.04285714285714290,-0.17592592592592600,0
128,"Blunden, Michael",Canada,90,4,4,8,-5,87,0,0.04597701149425290,-0.05555555555555560,0
130,"Bodie, Troy",Canada,107,6,5,11,-15,107,1,0.056074766355140200,-0.14018691588785000,0
133,"Bohonos, Lonny",Canada,83,19,16,35,-7,133,1,0.14285714285714300,-0.08433734939759040,0
134,"Boivin, Claude",Canada,132,12,19,31,-25,84,1,0.14285714285714300,-0.1893939393939390,0
137,"Bolland, Dave",Canada,297,63,91,154,40,441,7,0.14285714285714300,0.13468013468013500,0
139,"Bonar, Dan",Canada,170,25,39,64,-11,203,3,0.12315270935960600,-0.06470588235294120,0
143,"Bonvie, Dennis",Canada,90,1,2,3,-8,17,0,0.058823529411764700,-0.08888888888888890,0
144,"Boogaard, Derek",Canada,277,3,13,16,-12,75,1,0.04,-0.04332129963898920,0
146,"Bordeleau, Christian",Canada,205,38,65,103,9,410,9,0.09268292682926830,0.04390243902439020,0
147,"Bordeleau, J.P.",Canada,519,97,126,223,-4,621,14,0.15619967793880800,-0.007707129094412330,0
148,"Bordeleau, Paulin",Canada,183,33,56,89,-8,213,8,0.15492957746478900,-0.04371584699453550,0
149,"Bordeleau, Sebastien",Canada,251,37,61,98,-31,425,4,0.08705882352941180,-0.12350597609561800,0
150,"Borsato, Luciano",Canada,203,35,55,90,-19,250,6,0.14,-0.09359605911330050,0
152,"Boschman, Laurie",Canada,1009,229,348,577,-131,1575,29,0.14539682539682500,-0.12983151635282500,0
153,"Bossy, Mike",Canada,752,573,553,1126,381,2705,82,0.21182994454713500,0.5066489361702130,1
154,"Botterill, Jason",Canada,88,5,9,14,-16,73,2,0.0684931506849315,-0.18181818181818200,0
156,"Bouchard, Pierre-Marc",Canada,522,98,229,327,12,857,17,0.11435239206534400,0.022988505747126400,0
157,"Bouck, Tyler",Canada,91,4,8,12,-9,69,1,0.057971014492753600,-0.0989010989010989,0
158,"Boudrias, Andre",Canada,655,150,335,485,-59,1493,18,0.10046885465505700,-0.0900763358778626,0
159,"Boudreau, Bruce",Canada,141,28,42,70,-5,173,3,0.16184971098265900,-0.03546099290780140,0
161,"Boulton, Eric",Canada,600,27,46,73,-30,414,2,0.06521739130434780,-0.05,0
162,"Bourne, Bob",Canada,964,258,324,582,116,1740,38,0.1482758620689660,0.12033195020746900,0
164,"Bourque, Rene",Canada,470,126,121,247,-6,1105,17,0.11402714932126700,-0.01276595744680850,0
165,"Boutette, Pat",Canada,756,171,282,453,-112,1123,18,0.1522707034728410,-0.14814814814814800,0
166,"Bowman, Kirk",Canada,88,11,17,28,-7,105,2,0.10476190476190500,-0.07954545454545450,0
167,"Bowness, Rick",Canada,173,18,37,55,-76,150,3,0.12,-0.4393063583815030,0
168,"Boyce, Darryl",Canada,84,6,12,18,0,52,2,0.11538461538461500,0.0,0
169,"Boyd, Dustin",Canada,220,32,31,63,-17,248,8,0.12903225806451600,-0.07727272727272730,0
170,"Boyer, Wally",Canada,277,45,82,127,-17,492,1,0.09146341463414630,-0.061371841155234700,0
171,"Boyes, Brad",Canada,558,158,214,372,-11,1287,31,0.12276612276612300,-0.01971326164874550,0
173,"Bozak, Tyler",Canada,192,41,65,106,-41,280,6,0.14642857142857100,-0.21354166666666700,0
174,"Bozek, Steve",Canada,641,164,167,331,-45,1258,22,0.13036565977742400,-0.07020280811232450,0
176,"Brackenbury, Curt",Canada,141,9,17,26,-30,66,1,0.13636363636363600,-0.2127659574468090,0
177,"Bradley, Brian",Canada,651,182,321,503,-68,1362,27,0.13362701908957400,-0.10445468509984600,0
178,"Bradley, Matt",Canada,675,59,90,149,-19,749,12,0.0787716955941255,-0.028148148148148100,0
179,"Brady, Neil",Canada,89,9,22,31,-26,88,0,0.10227272727272700,-0.29213483146067400,0
180,"Bragnalo, Rick",Canada,145,15,35,50,-27,177,1,0.0847457627118644,-0.18620689655172400,0
183,"Brassard, Derick",Canada,275,51,100,151,-40,505,7,0.100990099009901,-0.14545454545454500,0
184,"Brent, Tim",Canada,177,21,24,45,-18,148,4,0.14189189189189200,-0.1016949152542370,0
186,"Bridgman, Mel",Canada,977,252,449,701,102,1739,26,0.14491086831512400,0.10440122824974400,0
187,"Briere, Danny",Canada,813,280,363,643,-5,1900,38,0.14736842105263200,-0.006150061500615010,0
188,"Brind'Amour, Rod",Canada,1484,452,732,1184,-39,3290,67,0.13738601823708200,-0.02628032345013480,0
189,"Brodziak, Kyle",Canada,419,73,99,172,-28,668,10,0.1092814371257490,-0.06682577565632460,0
194,"Brouwer, Troy",Canada,320,67,69,136,-7,504,17,0.13293650793650800,-0.021875,0
195,"Brown, Curtis",Canada,736,129,171,300,70,1168,24,0.11044520547945200,0.09510869565217390,0
196,"Brown, Dave",Canada,729,45,52,97,-37,438,6,0.10273972602739700,-0.05075445816186560,0
200,"Brown, Rob",Canada,543,190,248,438,-23,979,23,0.1940755873340140,-0.0423572744014733,0
202,"Bruce, David",Canada,234,48,39,87,-57,426,5,0.11267605633802800,-0.24358974358974400,0
203,"Brule, Gilbert",Canada,296,43,52,95,-38,445,6,0.09662921348314610,-0.12837837837837800,0
204,"Brunette, Andrew",Canada,1110,268,465,733,-78,1516,32,0.17678100263852200,-0.07027027027027030,0
205,"Brunet, Benoit",Canada,539,101,161,262,45,842,17,0.11995249406175800,0.08348794063079780,0
208,"Buchberger, Kelly",Canada,1182,105,204,309,-177,1063,26,0.09877704609595490,-0.14974619289340100,0
209,"Bucyk, John",Canada,785,329,467,796,146,1723,59,0.1909460243760880,0.1859872611464970,1
211,"Bullard, Mike",Canada,727,329,345,674,-98,1849,28,0.17793401838831800,-0.13480055020632700,0
212,"Bulley, Ted",Canada,414,101,113,214,8,637,20,0.15855572998430100,0.01932367149758450,0
213,"Bureau, Marc",Canada,567,55,83,138,-47,666,7,0.08258258258258260,-0.08289241622574960,0
218,"Burns, Brent",Canada,108,5,17,22,-17,107,1,0.04672897196261680,-0.1574074074074070,0
220,"Burns, Robin",Canada,190,31,38,69,-89,311,1,0.09967845659163990,-0.46842105263157900,0
221,"Burridge, Randy",Canada,706,199,251,450,65,1310,29,0.15190839694656500,0.09206798866855520,0
222,"Burrows, Alexandre",Canada,522,139,131,270,116,979,22,0.14198161389172600,0.2222222222222220,0
223,"Burr, Shawn",Canada,878,181,259,440,118,1482,26,0.12213225371120100,0.13439635535307500,0
225,"Butler, Jerry",Canada,641,99,120,219,-62,953,13,0.10388247639034600,-0.0967238689547582,0
228,"Byers, Lyndon",Canada,279,28,43,71,-4,238,2,0.11764705882352900,-0.014336917562724000,0
229,"Byers, Mike",Canada,166,42,34,76,-37,328,7,0.12804878048780500,-0.22289156626506000,0
232,"Calder, Kyle",Canada,590,114,180,294,-71,1005,16,0.11343283582089600,-0.12033898305084700,0
